player,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI_min,FOW%,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,team_start,team_end,shoots,pos,age,country,weight,height_in,pos_multi,handed,signing_team,extension,signing_date,signing_age,clause,length,signing,expiry,exp_year,aav
Taylor Raddysh,73,5,9,14,-19,22,0.19,3,10,1,3,1,1,0,0,120,4.2,15.88,33.3,13.4,120,220,173,0.69,6.21,11.39,8.94,528,624,45.83,1035,1209,46.12,750,889,45.76,51.78,69.5,42.69,CHI,CHI,R,R,25,Canada,198,74,False,Right,TBL,False,2021-07-30,23,None,3,RFA,unrestricted,2024,758333
Hudson Fasching,45,4,10,14,-7,6,0.31,4,14,0,0,0,0,0,1,41,9.8,12.05,50.0,5.18,41,71,53,0.56,4.54,7.86,5.87,214,281,43.23,459,576,44.35,313,402,43.78,19.79,22.77,46.5,NYI,NYI,R,R,27,United States,209,74,False,Right,NYI,True,2023-05-01,27,None,2,UFA,unrestricted,2025,775000
Brandon Carlo,76,4,10,14,23,42,0.18,4,14,0,0,0,0,0,1,79,5.1,19.9,0.0,2.57,79,174,121,0.1,3.13,6.9,4.8,580,894,39.35,1071,1754,37.9,803,1302,38.15,58.7,94.49,38.32,BOS,BOS,R,D,26,United States,212,77,False,Right,BOS,True,2021-07-14,24,M-NTC,6,RFA,unrestricted,2027,4100000
Jacob Bernard-Docker,72,4,10,14,-7,25,0.19,4,13,0,0,0,1,0,0,51,7.8,15.7,0.0,1.67,51,136,77,0.09,2.71,7.22,4.09,467,583,44.48,968,1242,43.8,671,850,44.12,40.47,61.61,39.65,OTT,OTT,R,D,23,Canada,190,73,False,Right,OTT,True,2023-07-01,23,None,2,RFA,restricted,2025,805000
Patrick Brown,11,0,1,1,-3,2,0.09,0,1,0,0,0,0,0,0,7,0.0,8.83,45.5,0.63,7,14,11,0.39,4.33,8.65,6.8,35,50,41.18,63,99,38.89,47,71,39.83,2.12,4.47,32.17,BOS,BOS,R,C,31,United States,214,71,True,Right,BOS,False,2023-07-01,31,None,2,UFA,unrestricted,2025,800000
Mark Friedman,23,0,1,1,4,21,0.04,0,1,0,0,0,0,0,0,16,0.0,12.23,0.0,0.75,16,43,32,0.17,3.62,9.72,7.23,115,111,50.88,259,247,51.19,186,167,52.69,13.57,10.13,57.26,VAN,VAN,R,D,27,Canada,185,71,True,Right,PIT,True,2022-03-20,26,None,2,UFA,unrestricted,2024,775000
Austin Czarnik,34,0,1,1,-3,12,0.03,0,1,0,0,0,0,0,0,24,0.0,8.43,49.0,3.02,24,42,38,0.63,5.01,8.77,7.95,116,151,43.45,233,289,44.64,163,210,43.7,8.97,11.03,44.85,DET,DET,R,C,30,United States,170,69,True,Right,DET,False,2022-07-13,29,None,2,UFA,unrestricted,2024,762500
Max Lajoie,7,0,1,1,1,0,0.14,0,0,0,1,0,0,0,0,1,0.0,12.72,0.0,0.01,1,8,1,0.01,0.67,5.39,0.67,29,37,43.94,65,80,44.83,42,57,42.42,2.43,3.62,40.17,TOR,TOR,L,D,25,Canada,196,73,False,Left,TOR,False,2023-07-01,25,None,1,UFA,unrestricted,2024,775000
Lucas Johansen,6,0,1,1,1,4,0.17,0,1,0,0,0,0,0,0,4,0.0,14.27,0.0,0.15,4,9,6,0.11,2.8,6.31,4.21,28,46,37.84,57,108,34.54,41,77,34.75,4.26,6.07,41.24,WSH,WSH,L,D,25,Canada,176,73,False,Left,WSH,True,2022-07-08,24,None,2,RFA,unrestricted,2024,762500
Kale Clague,3,0,1,1,0,2,0.33,0,1,0,0,0,0,0,0,2,0.0,12.27,0.0,0.07,2,6,3,0.11,3.26,9.77,4.88,14,12,53.85,33,36,47.83,20,29,40.82,0.8,1.27,38.65,BUF,BUF,L,D,25,Canada,192,72,True,Left,BUF,False,2023-07-04,25,None,1,UFA,restricted,2024,775000
William Lockwood,26,0,1,1,2,16,0.04,0,1,0,0,0,0,0,0,19,0.0,8.2,50.0,2.13,19,37,29,0.6,5.35,10.41,8.16,99,75,56.9,187,164,53.28,133,117,53.2,7.19,5.52,56.57,FLA,FLA,R,R,25,United States,172,71,False,Right,FLA,False,2023-07-02,25,None,2,UFA,unrestricted,2025,775000
Hardy Haman Aktell,6,0,1,1,-2,2,0.17,0,1,0,0,0,0,0,0,5,0.0,10.63,0.0,0.17,5,14,8,0.16,4.7,13.17,7.53,31,33,48.44,62,60,50.82,46,45,50.55,3.15,3.1,50.4,WSH,WSH,L,D,24,Sweden,198,75,False,Left,WSH,False,2023-04-27,24,None,1,ELC,restricted,2024,950000
Cal Foote,4,0,1,1,3,16,0.25,0,1,0,0,0,0,0,0,0,0.0,14.77,0.0,0.0,0,1,0,0.0,0.0,1.02,0.0,18,28,39.13,42,65,39.25,31,45,40.79,1.43,2.97,32.5,NJD,NJD,R,D,24,United States,209,75,False,Right,NJD,False,2023-08-09,24,None,1,UFA,unrestricted,2024,800000
Maxime Comtois,1,0,1,1,0,0,1.0,0,1,0,0,0,0,0,0,1,0.0,13.07,0.0,0.36,1,5,3,1.65,4.59,22.95,13.77,7,7,50.0,15,11,57.69,10,8,55.56,0.87,0.82,51.48,CAR,CAR,L,L,24,Canada,214,74,False,Left,CAR,False,2024-03-05,24,None,1,UFA,unrestricted,2024,775000
Calle Rosen,6,0,1,1,-1,2,0.17,0,1,0,0,0,0,0,0,5,0.0,12.67,0.0,0.16,5,11,8,0.13,3.95,8.69,6.32,30,47,38.96,56,84,40.0,43,63,40.57,1.57,4.33,26.61,STL,STL,L,D,29,Sweden,186,73,False,Left,STL,True,2022-06-01,28,None,2,UFA,unrestricted,2024,762500
Rasmus Kupari,28,0,1,1,-5,4,0.04,0,1,0,0,0,0,0,0,28,0.0,9.13,46.7,2.24,27,47,36,0.56,6.71,11.68,8.94,86,121,41.55,183,223,45.07,126,170,42.57,6.81,9.76,41.1,WPG,WPG,R,C,23,Finland,189,74,True,Right,WPG,False,2023-08-02,23,None,2,RFA,restricted,2025,1000000
Jan Jenik,5,0,1,1,-1,5,0.2,0,1,0,0,0,0,0,0,2,0.0,8.38,46.7,0.12,2,5,4,0.17,2.87,7.16,5.73,16,15,51.61,36,47,43.37,24,25,48.98,1.28,1.73,42.52,ARI,ARI,L,R,22,Other,171,73,False,Left,ARI,False,2023-09-20,22,None,1,RFA,restricted,2024,775000
Ruslan Iskhakov,1,0,1,1,0,0,1.0,0,0,0,1,0,0,0,0,2,0.0,14.18,0.0,0.3,2,3,2,1.27,8.46,12.69,8.46,9,13,40.9,12,25,32.43,10,18,35.71,1.48,1.2,55.22,NYI,NYI,L,C,22,Russia,152,67,False,Left,NYI,False,2022-05-25,21,None,2,ELC,restricted,2024,925000
Jack St. Ivany,14,0,1,1,0,2,0.07,0,1,0,0,0,0,0,0,11,0.0,13.7,0.0,0.24,11,25,19,0.08,3.44,7.82,5.94,61,95,39.1,134,213,38.61,97,144,40.25,7.64,10.3,42.59,PIT,PIT,R,D,23,United States,170,73,False,Right,PIT,False,2022-08-20,22,None,2,ELC,restricted,2024,950000
Aku Raty,1,0,1,1,0,0,1.0,0,1,0,0,0,0,0,0,0,0.0,11.75,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,6,33.33,6,17,26.09,5,13,27.78,0.38,0.6,38.78,ARI,ARI,R,R,21,Finland,165,72,False,Right,ARI,False,2023-05-03,22,None,2,ELC,restricted,2025,925000
Nikolai Knyzhov,10,0,1,1,-6,6,0.1,0,1,0,0,0,0,0,0,6,0.0,17.65,0.0,0.16,6,19,9,0.05,2.04,6.46,3.06,70,89,44.03,142,197,41.89,101,136,42.62,6.29,9.52,39.78,SJS,SJS,L,D,25,Russia,195,74,True,Left,SJS,True,2023-03-29,25,None,2,RFA,unrestricted,2025,1250000
Daemon Hunt,12,0,1,1,-1,0,0.08,0,1,0,0,0,0,0,0,7,0.0,11.5,0.0,0.44,7,21,13,0.19,3.04,9.13,5.65,75,58,56.39,149,141,51.38,111,98,53.11,5.3,8.22,39.2,MIN,MIN,L,D,21,Canada,198,72,False,Left,MIN,False,2021-05-06,19,None,3,ELC,restricted,2025,902500
Tyler Kleven,9,0,1,1,-1,2,0.11,0,1,0,0,0,0,0,0,7,0.0,12.65,0.0,0.31,7,13,10,0.16,3.69,6.85,5.27,50,62,44.64,102,118,46.36,74,77,49.01,4.62,5.93,43.79,OTT,OTT,L,D,21,United States,200,76,False,Left,OTT,False,2023-03-23,20,None,3,ELC,restricted,2025,1125000
Lukas Cormier,2,0,1,1,1,0,0.5,0,0,0,1,0,0,0,0,3,0.0,17.28,0.0,0.21,3,8,4,0.36,5.21,13.88,6.94,22,14,61.11,42,27,60.87,29,19,60.42,2.46,0.98,71.51,VGK,VGK,L,D,21,Canada,180,70,False,Left,VGK,False,2020-12-31,18,None,3,ELC,restricted,2025,793333
Roby Jarventie,7,0,1,1,-5,4,0.14,0,1,0,0,0,0,0,0,5,0.0,7.52,31.4,0.9,5,8,6,1.03,5.7,9.11,6.84,18,32,36.0,35,69,33.65,25,45,35.71,1.47,3.07,32.38,OTT,OTT,L,L,20,Finland,213,75,False,Left,OTT,False,2021-04-27,18,None,3,ELC,restricted,2025,894167
Shakir Mukhamadullin,3,0,1,1,0,4,0.33,0,0,0,1,0,0,0,0,5,0.0,21.15,0.0,0.38,5,12,7,0.36,4.73,11.34,6.62,24,27,47.06,54,74,42.19,37,49,43.02,3.96,3.19,55.38,SJS,SJS,L,D,21,Russia,178,76,False,Left,NJD,False,2021-12-01,19,None,3,ELC,restricted,2025,1294167
Logan Mailloux,1,0,1,1,1,0,1.0,0,1,0,0,0,0,0,0,2,0.0,21.23,0.0,0.15,2,4,4,0.42,5.65,11.3,11.3,15,13,53.57,23,28,45.1,20,19,51.28,1.83,1.34,57.73,MTL,MTL,R,D,20,Canada,220,75,False,Right,MTL,False,2022-10-05,19,None,3,ELC,restricted,2026,902500
Cutter Gauthier,1,0,1,1,1,0,1.0,0,1,0,0,0,0,0,0,3,0.0,15.4,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,ANA,ANA,L,L,19,Sweden,190,74,True,Left,ANA,False,2024-04-14,19,None,3,ELC,restricted,2026,1900000
Brad Lambert,1,0,1,1,1,0,1.0,0,1,0,0,0,0,0,0,2,0.0,13.85,42.9,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,WPG,WPG,R,C,19,Finland,183,73,True,Right,WPG,False,2022-10-12,18,None,3,ELC,restricted,2027,1168333
Milos Kelemen,10,0,1,1,-2,0,0.1,0,1,0,0,0,0,0,0,5,0.0,7.68,25.0,0.53,5,12,8,0.41,3.91,9.36,6.25,22,40,35.47,47,73,39.17,32,59,35.15,1.44,4.41,24.62,ARI,ARI,L,L,23,Other,163,73,False,Left,ARI,False,2022-05-05,22,None,2,ELC,restricted,2024,817500
Riley Nash,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,11.08,50.0,0.01,1,1,1,0.05,5.42,5.42,5.42,5,2,71.43,6,9,40.0,6,6,50.0,0.31,0.41,43.06,NYR,NYR,R,C,34,Canada,185,74,True,Right,NYR,False,2023-07-01,34,None,2,UFA,unrestricted,2025,775000
Robert Bortuzzo,27,0,0,0,0,27,0.0,0,0,0,0,0,0,0,0,11,0.0,13.73,0.0,0.72,11,26,18,0.12,1.78,4.2,2.91,147,230,38.99,280,489,36.4,213,328,39.36,15.62,23.64,39.79,STL,NYI,R,D,34,Canada,216,76,False,Right,STL,True,2022-02-08,33,None,2,UFA,unrestricted,2024,950000
Alexander Petrovic,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,2,0.0,12.87,0.0,0.08,2,4,3,0.37,9.32,18.64,13.99,8,12,40.0,12,18,40.0,10,16,38.46,0.21,1.42,12.88,DAL,DAL,R,D,31,Canada,216,76,False,Right,DAL,True,2023-06-07,31,None,1,UFA,unrestricted,2024,775000
Max McCormick,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,5.63,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2,4,33.33,2,9,18.18,2,6,25.0,0.19,0.56,25.33,SEA,SEA,L,L,31,United States,188,71,False,Left,SEA,True,2022-05-09,30,None,2,UFA,unrestricted,2024,762500
Derrick Pouliot,5,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,5,0.0,12.13,0.0,0.09,5,8,5,0.09,4.94,7.91,4.94,33,40,45.21,64,67,48.85,40,53,43.01,2.5,3.87,39.34,DAL,DAL,L,D,29,Canada,196,72,False,Left,DAL,False,2023-07-04,29,None,1,UFA,unrestricted,2024,775000
Jujhar Khaira,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,8.08,0.0,0.0,1,1,1,0.0,7.43,7.43,7.43,1,5,16.67,5,6,45.45,3,5,37.5,0.03,0.33,8.33,MIN,MIN,L,L,28,Canada,212,76,True,Left,MIN,False,2023-09-17,28,None,1,UFA,unrestricted,2024,775000
Jayson Megna,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,11.75,0.0,0.04,0,2,1,0.2,0.0,10.21,5.11,6,4,60.0,13,4,76.47,8,4,66.67,0.28,0.11,72.5,BOS,BOS,R,C,33,United States,195,73,True,Right,BOS,False,2023-07-01,33,None,1,UFA,unrestricted,2024,775000
Scott Sabourin,3,0,0,0,0,9,0.0,0,0,0,0,0,0,0,0,3,0.0,9.28,0.0,0.23,3,3,3,0.5,6.47,6.47,6.47,8,13,38.1,15,31,32.61,14,22,38.89,0.75,1.91,28.2,SJS,SJS,R,R,30,Canada,207,76,False,Right,SJS,False,2023-07-01,30,None,2,UFA,unrestricted,2025,775000
Anton Blidh,1,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,0,1,0.0,5.35,0.0,0.01,1,1,1,0.11,11.21,11.21,11.21,2,5,28.57,4,8,33.33,3,6,33.33,0.09,0.37,19.57,NYR,NYR,L,L,28,Sweden,201,72,True,Left,NYR,True,2023-06-07,28,None,2,UFA,unrestricted,2025,775000
John Hayden,2,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,1,0.0,6.73,50.0,0.01,1,2,2,0.04,4.46,8.92,8.92,6,6,50.0,13,10,56.52,10,6,62.5,0.35,0.26,57.38,SEA,SEA,R,C,28,United States,215,75,True,Right,SEA,False,2023-07-01,28,None,1,UFA,unrestricted,2024,775000
Robert Hagg,5,0,0,0,-4,4,0.0,0,0,0,0,0,0,0,0,6,0.0,12.78,0.0,0.16,6,11,8,0.15,5.63,10.33,7.51,20,38,34.47,51,74,40.79,37,50,42.53,2.09,3.72,35.97,ANA,ANA,L,D,28,Sweden,204,74,False,Left,ANA,False,2023-07-04,28,None,1,UFA,unrestricted,2024,775000
Gustav Olofsson,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,14.95,0.0,0.0,0,2,0,0.0,0.0,8.02,0.0,5,6,45.45,16,21,43.24,8,14,36.36,0.51,0.85,37.5,SEA,SEA,L,D,28,Sweden,200,74,False,Left,SEA,True,2023-06-27,28,None,2,UFA,unrestricted,2025,775000
Justin Kirkland,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,7.23,66.7,0.15,1,1,1,0.62,4.15,4.15,4.15,5,7,41.67,14,11,56.0,8,8,50.0,0.43,0.28,59.72,ARI,ARI,L,C,26,Canada,193,75,True,Left,ARI,False,2023-07-15,26,None,1,UFA,unrestricted,2024,775000
Oskar Lindblom,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,0,0.0,11.93,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,5,6,45.45,10,8,55.56,6,6,50.0,0.15,0.36,29.41,SJS,SJS,L,L,26,Sweden,191,73,False,Left,SJS,False,2022-07-13,25,None,2,UFA,unrestricted,2024,2500000
Bokondji Imama,6,0,0,0,1,7,0.0,0,0,0,0,0,0,0,0,1,0.0,5.58,0.0,0.13,1,8,5,0.23,1.79,14.32,8.94,4,8,33.33,26,28,48.15,20,14,58.82,0.69,0.72,48.94,OTT,OTT,L,L,26,Canada,214,73,False,Left,OTT,False,2023-07-01,26,None,1,UFA,unrestricted,2024,775000
Colin White,28,0,0,0,-5,4,0.0,0,0,0,0,0,0,0,0,16,0.0,9.52,38.4,2.14,16,43,33,0.48,3.6,9.68,7.43,92,123,42.79,213,284,42.86,141,193,42.22,8.68,13.83,38.56,PIT,MTL,R,C,26,United States,191,71,True,Right,PIT,False,2023-10-07,26,None,1,UFA,unrestricted,2024,775000
Glenn Gawdin,1,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,0,0,0.0,7.58,40.0,0.08,0,2,1,0.63,0.0,15.83,7.92,1,3,25.0,5,9,35.71,3,5,37.5,0.18,0.17,51.43,ANA,ANA,R,C,26,Canada,201,73,True,Right,ANA,False,2022-07-14,25,None,2,UFA,unrestricted,2024,762500
Adam Gaudette,2,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0,0,0.0,9.8,0.0,0.06,0,1,1,0.18,0.0,3.06,3.06,6,6,50.0,17,11,60.71,10,7,58.82,0.64,0.21,75.29,STL,STL,R,C,26,United States,170,73,True,Right,STL,True,2023-06-21,26,None,1,RFA,unrestricted,2024,775000
Brett Seney,4,0,0,0,0,6,0.0,0,0,0,0,0,0,0,0,1,0.0,10.35,33.3,0.09,1,3,2,0.13,1.45,4.34,2.9,15,17,46.88,28,42,40.0,17,25,40.47,1.05,1.46,41.83,CHI,CHI,L,L,27,Canada,174,69,True,Left,CHI,True,2023-03-29,27,None,1,UFA,unrestricted,2024,775000
Samuel Laberge,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2,3,40.0,5,6,45.45,5,3,62.5,0.28,0.24,54.72,NJD,NJD,L,L,26,Canada,205,74,False,Left,NJD,False,2023-11-25,26,None,1,UFA,unrestricted,2024,775000
Philippe Myers,5,0,0,0,-2,2,0.0,0,0,0,0,0,0,0,0,6,0.0,11.7,0.0,0.14,6,17,9,0.14,6.16,17.44,9.24,29,26,52.73,67,52,56.3,46,36,56.1,3.04,3.25,48.33,TBL,TBL,R,D,26,Canada,210,77,False,Right,TBL,True,2022-08-26,26,None,1,RFA,unrestricted,2024,1400000
Andrew Poturalski,2,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.88,100.0,0.0,0,0,0,0.0,0.0,0.0,0.0,5,9,35.71,10,12,45.45,5,10,33.33,0.21,1.04,16.8,SEA,SEA,R,C,29,United States,190,70,False,Right,SEA,False,2022-07-13,28,None,2,UFA,unrestricted,2024,762500
Victor Mete,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,10.87,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,5,7,41.67,6,20,23.08,6,15,28.57,0.54,0.84,39.13,PHI,PHI,L,D,25,Canada,187,69,True,Left,PHI,False,2023-07-05,25,None,1,UFA,unrestricted,2024,775000
Brett Murray,2,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,0,1,0.0,7.97,100.0,0.26,1,1,1,0.98,3.77,3.77,3.77,8,2,80.0,10,5,66.67,8,5,61.54,0.43,0.15,74.14,BUF,BUF,L,L,24,Canada,236,77,False,Left,BUF,False,2023-07-14,24,None,1,RFA,unrestricted,2024,775000
Rem Pitlick,9,0,0,0,-7,2,0.0,0,0,0,0,0,0,0,0,13,0.0,15.58,50.0,2.46,13,25,21,1.05,5.56,10.69,8.98,62,57,52.1,146,124,54.07,94,85,52.51,7.84,6.58,54.37,CHI,CHI,L,C,26,Canada,196,71,True,Left,MTL,False,2022-07-16,25,None,2,UFA,unrestricted,2024,1100000
Joona Koppanen,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,4,0.0,7.82,20.0,0.12,4,5,4,0.23,7.68,9.61,7.68,14,20,41.18,20,42,32.26,16,30,34.78,0.48,1.52,24.0,PIT,PIT,L,L,25,Finland,194,77,True,Left,PIT,False,2023-07-01,25,None,2,UFA,unrestricted,2025,775000
Rhett Gardner,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,7.47,100.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,2,60.0,3,5,37.5,3,2,60.0,0.15,0.09,62.5,PHI,PHI,L,C,27,Canada,225,75,True,Left,PHI,False,2023-07-01,27,None,2,UFA,unrestricted,2025,775000
Dylan Coghlan,1,0,0,0,-2,0,0.0,0,0,0,0,0,0,0,0,3,0.0,17.98,0.0,0.04,3,5,4,0.13,10.01,16.69,13.35,12,9,57.14,20,13,60.61,18,9,66.67,1.33,0.75,63.94,CAR,CAR,R,D,25,Canada,190,74,False,Right,CAR,False,2023-07-05,25,None,1,RFA,restricted,2024,850000
Zach Aston-Reese,3,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,1,0.0,5.15,0.0,0.2,1,1,1,0.78,3.88,3.88,3.88,6,9,40.0,9,20,31.03,8,13,38.1,0.61,0.56,52.14,DET,DET,L,C,28,United States,204,72,True,Left,DET,False,2023-10-08,28,None,1,UFA,unrestricted,2024,775000
Cale Fleury,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0.0,13.5,0.0,0.03,1,1,1,0.13,4.44,4.44,4.44,7,3,70.0,19,5,79.17,15,4,78.95,0.95,0.35,73.08,SEA,SEA,R,D,24,Canada,205,73,False,Right,SEA,False,2023-07-09,24,None,2,RFA,restricted,2025,800000
Kole Lind,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,5.98,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,4,6,40.0,7,10,41.18,4,7,36.36,0.26,0.19,57.78,SEA,SEA,R,R,24,Canada,176,73,False,Right,SEA,False,2023-07-08,24,None,1,RFA,unrestricted,2024,775000
Jake Leschyshyn,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.47,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2,2,50.0,5,7,41.67,4,3,57.14,0.1,0.18,35.71,NYR,NYR,L,C,24,Canada,181,71,False,Left,VGK,False,2022-08-13,23,None,3,RFA,restricted,2025,766667
Shane Bowers,8,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,7,0.0,9.45,31.8,0.37,7,12,8,0.28,5.55,9.52,6.35,24,34,41.38,60,65,48.0,41,50,45.05,2.34,2.86,45.0,NJD,NJD,L,C,23,Canada,170,72,False,Left,NJD,True,2023-06-29,23,None,1,RFA,restricted,2024,775000
Cameron Crotty,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,0,0.0,10.05,0.0,0.02,0,4,2,0.12,0.0,23.88,11.94,3,7,30.0,8,12,40.0,5,10,33.33,0.19,0.35,35.19,ARI,ARI,R,D,24,Canada,182,75,False,Right,ARI,True,2023-06-30,24,None,1,UFA,unrestricted,2024,775000
Jacob Peterson,6,0,0,0,-3,2,0.0,0,0,0,0,0,0,0,0,3,0.0,13.25,31.3,0.83,3,5,5,0.63,2.25,3.77,3.77,27,63,30.0,46,118,28.05,37,87,29.84,2.37,6.47,26.81,SJS,SJS,L,C,23,Sweden,170,73,True,Left,SJS,True,2023-06-30,23,None,1,RFA,unrestricted,2024,775000
Marián Studenic,2,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,0,1,0.0,8.12,0.0,0.13,1,2,2,0.48,3.7,7.4,7.4,11,7,61.11,20,11,64.52,17,7,70.83,0.75,0.94,44.38,SEA,SEA,L,R,24,Other,165,72,True,Left,SEA,False,2023-07-01,24,None,1,UFA,unrestricted,2024,775000
Sammy Walker,4,0,0,0,-3,0,0.0,0,0,0,0,0,0,0,0,3,0.0,9.37,0.0,0.16,3,5,4,0.26,4.8,8.01,6.41,11,24,31.43,22,42,34.38,15,30,33.33,0.7,1.52,31.53,MIN,MIN,R,C,24,United States,180,71,True,Right,MIN,False,2022-08-18,23,None,2,ELC,restricted,2024,925000
Philip Kemp,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.05,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,0,99.99,1,1,50.0,1,0,99.99,0.01,0.0,100.0,EDM,EDM,R,D,24,United States,201,75,False,Right,EDM,True,2023-05-30,24,None,2,RFA,restricted,2025,775000
Grant Hutton,2,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0.0,8.77,0.0,0.01,0,1,1,0.03,0.0,3.42,3.42,10,9,52.63,18,21,46.15,15,14,51.72,1.34,1.54,46.53,NYI,NYI,R,D,27,United States,205,75,False,Right,NYI,True,2022-07-09,26,None,3,UFA,unrestricted,2025,775000
Grigori Denisenko,6,0,0,0,-3,2,0.0,0,0,0,0,0,0,0,0,5,0.0,10.85,0.0,0.62,5,8,7,0.56,4.61,7.38,6.45,30,40,42.86,51,85,37.5,39,59,39.79,2.79,2.97,48.44,VGK,VGK,R,L,23,Russia,175,71,True,Right,FLA,False,2023-07-01,23,None,2,RFA,restricted,2025,775000
Linus Karlsson,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,4,0.0,10.15,22.2,1.32,4,8,6,1.95,5.91,11.83,8.86,18,20,47.37,41,37,52.56,28,25,52.83,3.57,1.61,68.92,VAN,VAN,R,C,23,Sweden,178,73,False,Right,VAN,False,2022-05-26,22,None,2,ELC,restricted,2024,925000
Hugh McGing,5,0,0,0,-5,0,0.0,0,0,0,0,0,0,0,0,4,0.0,8.38,14.3,0.77,4,5,4,1.1,5.73,7.16,5.73,18,15,54.55,31,40,43.66,24,23,51.06,1.82,1.46,55.49,STL,STL,L,L,24,United States,170,68,True,Left,STL,False,2023-07-06,24,None,1,RFA,unrestricted,2024,775000
Joe Snively,3,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,0,0.0,8.35,0.0,0.0,0,2,0,0.0,0.0,4.79,0.0,5,10,33.33,16,20,44.44,8,16,33.33,0.42,1.2,25.93,WSH,WSH,L,C,27,United States,165,69,False,Left,WSH,True,2022-03-16,26,None,2,UFA,unrestricted,2024,800000
Raphael Lavoie,7,0,0,0,-2,2,0.0,0,0,0,0,0,0,0,0,4,0.0,7.28,0.0,0.36,4,9,6,0.42,4.71,10.59,7.06,23,27,46.0,46,48,48.94,28,36,43.75,1.99,2.63,43.07,EDM,EDM,R,C,22,Canada,196,76,True,Right,EDM,False,2023-07-14,22,None,1,RFA,restricted,2024,874125
Graeme Clarke,3,0,0,0,-2,2,0.0,0,0,0,0,0,0,0,0,2,0.0,11.38,0.0,0.17,2,9,4,0.3,3.51,15.81,7.03,11,21,34.38,29,42,40.85,16,30,34.78,0.72,2.6,21.69,NJD,NJD,R,R,22,Canada,175,71,True,Right,NJD,False,2021-03-04,20,None,3,ELC,restricted,2024,925000
Egor Afanasyev,2,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,5,0.0,13.0,0.0,0.17,5,6,6,0.39,11.55,13.86,13.86,13,16,44.83,25,32,43.86,20,21,48.78,0.7,1.55,31.11,NSH,NSH,L,L,22,Russia,204,74,True,Left,NSH,False,2019-10-19,18,None,3,ELC,restricted,2024,896667
Sam Poulin,3,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,0,2,0.0,7.78,41.7,0.05,2,5,3,0.13,5.13,12.84,7.7,11,10,52.38,19,24,44.19,14,15,48.28,0.48,1.04,31.58,PIT,PIT,L,R,22,Canada,208,73,True,Left,PIT,False,2019-09-22,18,None,3,ELC,restricted,2024,863333
